ｘ,?action=edit,,?preview_id=,Platform,ID,案件名,単価,合計,2019/04/01,2019/04/02,2019/04/03,2019/04/04,2019/04/05,2019/04/06,2019/04/07,2019/04/08,2019/04/09,2019/04/10,2019/04/11,2019/04/12,2019/04/13,2019/04/14,2019/04/15,2019/04/16,2019/04/17,2019/04/18,2019/04/19,2019/04/20,2019/04/21,2019/04/22,2019/04/23,2019/04/24,2019/04/25,2019/04/26,2019/04/27,2019/04/28,2019/04/29,2019/04/30,
売上,LIL,,LAKUBI,result_plus,5286_8206,,"¥8,500",¥0,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
売上,LIL,,ブレッシュ,result_plus,4278_9179,,"¥5,000",¥0,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
売上,LIL,,肥後すっぽんもろみ酢,result_plus,4081_8931,,"¥5,000",¥0,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
売上,LIL,,こうじ酵素,result_plus,4279_9172,,"¥13,000",¥0,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
売上,LIL,,エルシーノ,zucks_affiliate,full_out_6_ff0bcde059c0df1e1d6d06141c6096f4,,"¥23,000",¥0,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
,,,,END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,GenieeDSP,吉田,ジュエルアップ／A,geniee,,"11,500円",,"¥172,500","¥11,500","¥23,000","¥11,500","¥46,000","¥23,000","¥34,500",¥0,"¥23,000",,,,,,,,,,,,,,,,,,,,,,,
消化金額,imobile,吉田,ジュエルアップ／B,imobile,10308,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,pista,吉田,ジュエルアップ／C,pista,3202,,,"¥256,683","¥29,575","¥29,526","¥29,664","¥29,485","¥29,764","¥29,549","¥29,468","¥29,723","¥19,929",,,,,,,,,,,,,,,,,,,,,,
消化金額,uzou,吉田,ジュエルアップ／D,uzou,899,,,"¥320,154","¥33,025","¥30,800","¥36,275","¥38,600","¥39,050","¥47,900","¥43,824","¥34,129","¥16,551",,,,,,,,,,,,,,,,,,,,,,
消化金額,zucks,吉田,ジュエルアップ／E,zucks,44Ki44K344K544OI5qCq5byP5Lya56S,,,"¥612,199","¥46,467","¥86,909","¥81,154","¥80,646","¥69,696","¥89,814","¥97,308","¥60,205",¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,Lucra,吉田,ジュエルアップ／G,gunosy,61490,,,"¥82,596","¥30,253","¥32,330","¥14,907","¥4,431",¥675,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,吉田,ジュエルアップ／H,gunosy,53489&54631,,,"¥560,205","¥89,488","¥93,162","¥62,291","¥46,974","¥46,962","¥75,440","¥80,460","¥50,165","¥15,263",,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,吉田,こうじ酵素,docomo,1386,,,"¥23,045","¥5,877","¥6,264","¥4,344","¥4,307","¥2,253",¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,line,吉田,こうじ酵素,line,,,,"¥10,632","¥6,068","¥2,694","¥1,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,吉田,はははのは,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,吉田,ビューティーオープナー／2,docomo,1912,,,"¥57,735","¥12,112","¥9,281","¥9,485","¥5,539","¥4,049","¥4,219","¥5,226","¥3,653","¥4,171",,,,,,,,,,,,,,,,,,,,,,
消化金額,line,吉田,ビューティーオープナー／1,line,,,,"¥26,624","¥8,365","¥10,255","¥7,214",¥790,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,facebook,吉田,ビューティーオープナー／3,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,smartnews,吉田,ビューティーオープナー,smartnews,16935096,,,"¥68,732","¥17,661","¥17,663","¥18,332","¥15,076",¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,line,吉田,キレイモ,line,,,,"¥3,313",¥949,¥390,¥210,"¥1,764",,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,吉田,キレイモ,gunosy,63078,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,smartnews,吉田,キレイモ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,吉田,シュガリミット,gunosy,62937,,,"¥116,778","¥30,384","¥30,537","¥30,690","¥25,122",¥45,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,LAP,山田,バランローズクリームシャンプー,line,,,,"¥112,664","¥30,835","¥31,821","¥28,284","¥21,724",,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,facebook,山田,LAKUBI,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,facebook,山田,マナラホットクレンジング,facebook,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LAP,山田,マナラホットクレンジング,line,,,,"¥304,149","¥67,686","¥56,124","¥27,722","¥33,377","¥31,183","¥31,783","¥28,186","¥28,088",,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,山田,マナラホットクレンジング,docomo,1963,,,"¥34,787","¥2,472","¥3,458","¥2,830","¥4,398","¥3,909","¥3,541","¥5,377","¥6,995","¥1,807",,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,山田,コンブチャ生サプリ,docomo,1873,コンブチャ生サプリ,,¥907,¥907,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,Lucra,山田,DUOホワイト,gunosy,55012,,,"¥97,100","¥21,850","¥29,800","¥22,800","¥19,200","¥3,450",¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,山田,DUOホワイト,docomo,1837,,,"¥18,936","¥18,936",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,LAP,山田,DUOクレンジングバーム,line,,,,"¥40,163","¥2,329","18,936","¥15,174","¥3,724",,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LAP,山田,肌ナチュール,line,,,,"¥30,639","¥10,009","¥8,328","¥7,520","¥2,644","¥2,138",,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,三宅,ブライトエイジ,レコメンド,,ブライトエイジレコメンド,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,三宅,ブライトエイジ,docomo,1836,,,"¥35,371","¥6,965","¥7,647","¥6,828","¥9,077","¥4,854",¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,evory,三宅,ジュエルアップ,evory2,1473,,,"¥59,752","¥4,839","¥10,377","¥6,918","¥6,338","¥9,117","¥6,368","¥5,803","¥6,712","¥3,280",,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,三宅,スルスルこうそ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,三宅,シミウス,docomo,1847,,,"¥203,816","¥17,891","¥11,096","¥12,961","¥24,869","¥32,019","¥27,313","¥45,688","¥20,400","¥11,579",,,,,,,,,,,,,,,,,,,,,,
消化金額,line,三宅,シミウス,,,,,"¥488,873","¥72,142","¥75,411","¥59,679","¥54,763","¥50,280","¥56,026","¥65,479","¥55,093",,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,三宅,シミウス,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,三宅,わらびはだ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,三宅,チェルラーブリリオ,docomo,1920,,,"¥67,148","¥6,396","¥9,960","¥6,393","¥6,774","¥5,473","¥10,321","¥8,616","¥7,677","¥5,538",,,,,,,,,,,,,,,,,,,,,,
消化金額,line,三宅,チェルラーブリリオ,,,,,"¥419,564","¥56,940","¥38,369","¥56,678","¥58,877","¥41,277","¥56,907","¥60,973","¥49,543",,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,三宅,肥後すっぽんもろみ酢,docomo,1458,,,"¥8,569","¥2,428","¥2,118","¥2,530","¥1,493",¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,三宅,トリプルフォース,docomo,2153,,,"¥1,196",¥279,¥357,¥95,¥283,¥182,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事,三宅,エルシーノ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,google,三宅,マナラホットクレンジングゲル,,,,,"¥114,469","¥21,418","¥14,266","¥17,178","¥14,760","¥9,984","¥11,552","¥14,860","¥10,451",,,,,,,,,,,,,,,,,,,,,,,
消化金額,google,三宅,DUOホワイト,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,google,三宅,ストレピア,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,google,三宅,メルライン,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,google,三宅,ライフラインベーシック,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,関連記事Nvv,笹川,LAKUBI（ラクビ）PA③⑤,,,LAKUBI（ラクビ）,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,笹川,LAKUBI（ラクビ）Z,docomo,1527,LAKUBI（ラクビ）,,"¥27,481","¥5,962","¥5,537","¥4,711","¥4,111","¥2,711","¥4,449",¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,lap,笹川,LAKUBI（ラクビ）PA,,,,,"¥46,655","¥12,626","¥12,949","¥12,318","¥8,762",,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,facebook,笹川,パールホワイト,facebook,,,,"¥187,859","¥35,216","¥31,027","¥24,075","¥24,961","¥20,803","¥26,593","¥25,184",,,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,笹川,パールホワイト,docomo,1965,,,"¥9,379","¥2,409","¥2,336","¥1,891","¥1,810",¥565,¥368,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,adwords,笹川,パールクチュール,,,GDN,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,facebook,笹川,パールクチュール,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,lap,笹川,PG2ピュアエッセンス,,,,,"¥105,099","¥14,420","¥22,614","¥11,905","¥12,413","¥15,047","¥12,710","¥15,990",,,,,,,,,,,,,,,,,,,,,,,,
消化金額,lap,笹川,珠肌ランシェル,,,,,"¥18,900",,,,,,"¥6,909","¥11,991",,,,,,,,,,,,,,,,,,,,,,,,
消化金額,smartnews,勝屋,クレムドアン,smartnews,14169447,,,¥869,¥0,¥0,¥0,¥0,¥251,¥108,¥464,¥47,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,poets,勝屋,クレムドアン,poets,1902,,,"¥15,609","¥2,020","¥2,534","¥1,884","¥1,675","¥1,578","¥1,548","¥2,282","¥1,499",¥589,,,,,,,,,,,,,,,,,,,,,,
消化金額,docomo,勝屋,クレムドアン,docomo,1946,,,"¥147,555","¥18,243","¥16,897","¥16,948","¥17,613","¥17,423","¥17,302","¥16,327","¥17,952","¥8,850",,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,勝屋,クレムドアン,gunosy,47267,,,"¥28,555","¥4,787","¥3,869","¥4,003","¥1,834","¥2,778","¥3,465","¥3,771","¥3,356",¥692,,,,,,,,,,,,,,,,,,,,,,
消化金額,lucra,勝屋,クレムドアン,gunosy,59297,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,poets,勝屋,クリスチャン・ココ,poets,3605,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,poets,勝屋,スベルトレディ,poets,3683,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,smartnews,勝屋,スベルトレディ,smartnews,16162131,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,勝屋,スベルトレディ,gunosy,62413,,,,¥0,¥0,¥0,¥50,¥101,¥81,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,笹川,シミウス　記事①,gunosy,63398,,,"¥6,278",,,,,,,¥0,¥0,"¥6,278",,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,笹川,シミウス　記事②,gunosy,63399,,,"¥3,594",,,,,,,¥0,¥0,"¥3,594",,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,笹川,シミウス　記事③,gunosy,63400,,,"¥1,260",,,,,,,¥0,¥0,"¥1,260",,,,,,,,,,,,,,,,,,,,,,
消化金額,gunosy,笹川,シミウス　記事④,gunosy,63401,,,"¥25,280",,,,,,,¥0,¥0,"¥25,280",,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,エクスレッグスリマー,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,エクスレーブ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,リブランコート,,,,,¥0,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,BU,リブランコート,access_trade,1029000,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,めっちゃ贅沢フルーツ青汁,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,素果青汁（すっきりフルーツ青汁）,,,,,¥0,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,Shirosai(PF切り替え前),lagoon,26_9&26_23&26_22,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,Shirosai(PF切り替え前),access_trade,1081686&1081685&1081684,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,【台湾用】ステラアリエス,,,,,¥0,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,バルクオム(PF切り替え前),lagoon,24_9,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,バルクオム(PF切り替え前),access_trade,1081677,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,HMBアルティメイト(PF切り替え前),lagoon,49_9,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,HMBアルティメイト(PF切り替え後),access_trade,1081680,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,DUO,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ディノベート,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,よくばりきれいの生酵素,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,やまだの活きてる穀物酵素(山田農園穀物活酵素)	,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,perfectone,lagoon,,,,¥0,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ヘラスリム(PF切り替え前),lagoon,33_21&33_25&33_9,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ヘラスリム(PF切り替え後),link_a,104186,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ブリリアージュ_新LP,lagoon,74_9,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,very green smoothie,resultplus,4081_8209,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,マンスールセラム,access_trade,1058503,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,重ね発酵ハーブ茶,access_trade,1059513,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,iマイクロパッチ,access_trade,1058504,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,すっぽんスリム,access_trade,1046223,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,豐麗EX,access_trade,1060452,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,Simply Fit,access_trade,1062128,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,maNara(1番),resultplus,4081_8211,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ViTAKT,zucks_affiliate,full_out_1_e8192973bb8294a28787f3ffdce78a88,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,ナイトアイボーテ,access_trade,1068972,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,DMJ葛の花減脂粒,access_trade,1070094,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,デリーモ(PF切り替え前),lagoon,79_9,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,デリーモ(PF切り替え前),access_trade,1081683,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,はピート,resultplus,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,アロンザ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,マキシマムマッスル,,,,,¥0,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,快朝酵素,access_trade,1069444,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,
消化金額,台湾SEO,,プレミアムベルエタンセル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,スララーナ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,スルスルむくみん,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,スラキュア,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,LAKUBI,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,ブレッシュ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,肥後すっぽんもろみ酢,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,こうじ酵素,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消化金額,LIL,,エルシーノ,,,,,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗利,GenieeDSP,吉田,ジュエルアップ／A,,,,,"¥97,500","¥6,500","¥13,000","¥6,500","¥26,000","¥13,000","¥19,500",¥0,"¥13,000",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,imobile,吉田,ジュエルアップ／B,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,pista,吉田,ジュエルアップ／C,,,,,"¥13,317","-¥11,575","¥6,474","¥6,336","-¥11,485","-¥11,764","-¥11,549","¥6,532","¥6,277","¥34,071",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,uzou,吉田,ジュエルアップ／D,,,,,"¥21,846","¥56,975","-¥30,800",-¥275,"-¥2,600","-¥3,050","-¥11,900","¥10,176","-¥16,129","¥19,449",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,zucks,吉田,ジュエルアップ／E,,,,,"¥35,801","-¥10,467","¥3,091","-¥9,154","-¥44,646","¥20,304","¥72,186","-¥7,308","-¥24,205","¥36,000",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,Lucra,吉田,ジュエルアップ／G,,,,,"-¥46,596","-¥12,253","-¥32,330","¥3,093","-¥4,431",-¥675,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,吉田,ジュエルアップ／H,,,,,"-¥146,205","-¥17,488","-¥39,162","¥9,709","-¥28,974","¥43,038","-¥39,440","-¥44,460","-¥14,165","-¥15,263",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,docomo,吉田,こうじ酵素,,,,,"-¥10,045","-¥5,877","¥6,736","-¥4,344","-¥4,307","-¥2,253",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,line,吉田,こうじ酵素,,,,,"-¥10,632","-¥6,068","-¥2,694","-¥1,870",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,関連記事,吉田,はははのは,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,docomo,吉田,ビューティーオープナー／2,,,,,"¥32,265","¥5,888","-¥9,281","¥44,515","-¥5,539","¥4,951","-¥4,219","¥3,774","-¥3,653","-¥4,171",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,line,吉田,ビューティーオープナー／1,,,,,"-¥17,624","-¥8,365","-¥10,255","¥1,786",-¥790,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,facebook,吉田,ビューティーオープナー／3,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,smartnews,吉田,ビューティーオープナー,,,,,"-¥41,732","-¥8,661","-¥8,663","-¥18,332","-¥6,076",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,line,吉田,キレイモ,,,,,"-¥3,313",-¥949,-¥390,-¥210,"-¥1,764",¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,gunosy,吉田,キレイモ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
粗利,smartnews,吉田,キレイモ,,,,,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0,¥0
